time/fps,time/iterations,time/total_timesteps,train/reward,train/reward_min,train/reward_max,time/time_elapsed,train/reward_mean,train/clip_fraction,train/std,train/loss,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/value_loss,train/learning_rate
166,53,108544,-1.0372787,-87.92311,57.306217,652,0.19148497,0.1724609375,1.0000927448272705,7.0550150871276855,0.0040877173,0.1,-0.00929231220507063,-39.736203622817996,520,0.020165562629699707,14.318682074546814,0.0001
166,54,110592,-0.57171744,-9.126498,9.542783,664,0.0067319116,0.09482421875,1.000151515007019,71.85635375976562,0.0028154715,0.1,-0.006441490369616077,-39.73212113380432,530,0.06978768110275269,156.07440962791443,0.0001
166,55,112640,0.06300197,-17.453478,10.191163,676,0.16055991,0.108740234375,1.0000770092010498,4.507258892059326,0.0032556118,0.1,-0.010073193337302656,-39.733748531341554,540,0.0470728874206543,9.725406849384308,0.0001
166,56,114688,1.11199,-72.42386,47.353806,689,0.060770933,0.04775390625,0.9999698400497437,14.298177719116211,0.0023779932,0.1,-0.007267669052816927,-39.72958149909973,550,0.06768661737442017,28.783651399612427,0.0001
166,57,116736,-0.43499973,-7.7764654,8.467885,701,0.060544625,0.106005859375,1.0000112056732178,44.60105514526367,0.0030179247,0.1,-0.005658490475616418,-39.72849974632263,560,0.12034416198730469,94.77312264442443,0.0001
166,58,118784,-0.8432442,-58.676723,38.711113,713,0.09917883,0.168212890625,1.000063180923462,6.148385524749756,0.0039684577,0.1,-0.009810162222129293,-39.730813932418826,570,0.08876639604568481,13.123779368400573,0.0001
166,59,120832,2.0987263,-7.7491865,8.751985,726,0.017520199,0.1515625,1.0004316568374634,51.94559860229492,0.0040485617,0.1,-0.00748327680194052,-39.736779880523684,580,0.1267804503440857,96.87766332626343,0.0001
166,60,122880,-0.317323,-18.999746,13.450524,738,0.17242123,0.138671875,1.0004911422729492,6.598501205444336,0.0036091066,0.1,-0.00933003206155263,-39.741846799850464,590,0.11272990703582764,11.165911239385604,0.0001
166,61,124928,1.7271421,-84.7257,52.27832,750,0.068189874,0.153955078125,1.0007747411727905,15.929924964904785,0.003860657,0.1,-0.007562792062526569,-39.7461600780487,600,0.005769848823547363,37.64836959838867,0.0001
166,62,126976,1.9854581,-7.4695086,8.884526,762,0.0781946,0.121826171875,1.0012822151184082,61.88282775878906,0.003817692,0.1,-0.007450088034966029,-39.75746603012085,610,0.10704892873764038,140.26102619171144,0.0001
166,63,129024,-1.2740656,-97.67497,56.973827,775,0.19651237,0.142578125,1.0012263059616089,7.662594795227051,0.0036885494,0.1,-0.007902712645591236,-39.766041135787965,620,0.0018579959869384766,14.284786319732666,0.0001
166,64,131072,-0.5842377,-6.998405,8.1454525,787,0.017834011,0.097021484375,1.0011706352233887,50.92493438720703,0.003160403,0.1,-0.00752035453915596,-39.76239066123962,630,0.11974143981933594,181.63503789901733,0.0001
166,65,133120,-0.045032926,-11.782414,10.446373,799,0.12938944,0.10703125,1.0013173818588257,4.448240756988525,0.0030677025,0.1,-0.009800995083060116,-39.76432032585144,640,0.2991609573364258,11.545983517169953,0.0001
166,66,135168,0.32220766,-71.977806,45.890816,812,0.069246985,0.084423828125,1.0012333393096924,13.91622257232666,0.0029026049,0.1,-0.0069264162273611875,-39.76489028930664,650,-0.029529452323913574,28.47643883228302,0.0001
166,67,137216,-0.36113605,-8.391715,9.934346,824,0.0693146,0.0552734375,1.0010793209075928,37.09444808959961,0.0022370778,0.1,-0.007398548228957224,-39.76133756637573,660,0.1348363757133484,107.87326211929322,0.0001
166,68,139264,1.457783,-87.02098,53.484234,836,0.18122791,0.202783203125,1.0009394884109497,5.998602867126465,0.0046962863,0.1,-0.008542820275761188,-39.758598709106444,670,0.03943145275115967,12.192325055599213,0.0001
166,69,141312,-0.62699854,-8.899587,9.215442,848,0.0008603706,0.135302734375,1.001068353652954,54.99980545043945,0.004677505,0.1,-0.006089393503498286,-39.75697102546692,680,0.11514395475387573,131.9266897201538,0.0001
166,70,143360,-0.7404552,-14.343591,10.026894,861,0.1401356,0.197998046875,1.001656413078308,5.4145965576171875,0.0049846694,0.1,-0.010108271770877763,-39.76664371490479,690,0.1048470139503479,10.561434334516525,0.0001
166,71,145408,-0.70396155,-74.91365,46.470993,873,0.08405524,0.106982421875,1.0018384456634521,13.665224075317383,0.002775624,0.1,-0.007483869278803468,-39.777977800369264,700,-0.01736438274383545,26.65798156261444,0.0001
166,72,147456,-1.210647,-8.373309,9.557593,885,0.07759655,0.060693359375,1.0020146369934082,48.14535903930664,0.0025634072,0.1,-0.0057935487508075315,-39.78218102455139,710,0.11323565244674683,127.46862173080444,0.0001
166,73,149504,-0.8378022,-88.51671,55.350304,898,0.19096953,0.12265625,1.0020958185195923,7.38280725479126,0.0034048415,0.1,-0.007949067151639611,-39.78681492805481,720,-0.11752974987030029,18.859972870349885,0.0001
166,74,151552,1.756857,-7.139019,9.460961,910,0.003615299,0.0109375,1.002177357673645,99.65252685546875,0.00092583295,0.1,-0.0041133750084554775,-39.78880677223206,730,0.07181572914123535,178.52980556488038,0.0001
166,75,153600,0.93757606,-12.168803,10.094496,922,0.123214364,0.078759765625,1.0019503831863403,6.450737953186035,0.0026581022,0.1,-0.007728553967899643,-39.78750724792481,740,0.12949413061141968,14.376496160030365,0.0001
166,76,155648,-0.9816,-70.6022,46.017776,934,0.08380711,0.115966796875,1.0017528533935547,14.300286293029785,0.00443362,0.1,-0.00762037341191899,-39.78209776878357,750,0.021631598472595215,29.30900330543518,0.0001
166,77,157696,0.6021374,-9.547608,9.29306,948,0.07983352,0.063037109375,1.0014772415161133,50.52793502807617,0.0022691838,0.1,-0.0040302442939719185,-39.773868799209595,760,0.1500389575958252,108.83235902786255,0.0001
166,78,159744,1.4581901,-102.024414,67.30829,960,0.22262774,0.098388671875,1.0016578435897827,8.17607593536377,0.0030947225,0.1,-0.006748554640216753,-39.77231526374817,770,-0.11575496196746826,19.71679034233093,0.0001
166,79,161792,-2.2225819,-7.999191,8.795397,972,0.0030505522,0.032763671875,1.001633882522583,97.5242919921875,0.0021360433,0.1,-0.0049574907636269925,-39.775623416900636,780,0.030121147632598877,215.7898826599121,0.0001
166,80,163840,4.960767,-10.292783,9.328375,985,0.12807353,0.127197265625,1.0014145374298096,5.884293556213379,0.0034413226,0.1,-0.010049086075741797,-39.7720365524292,790,0.20121008157730103,12.521334326267242,0.0001
166,81,165888,0.13265955,-68.06953,42.920086,997,0.078270234,0.171435546875,1.0011260509490967,10.901529312133789,0.0044516046,0.1,-0.00862488851416856,-39.76413769721985,800,-0.050157785415649414,23.845822858810426,0.0001
166,82,167936,0.37395382,-8.81853,9.383014,1009,0.06447042,0.16767578125,1.0014363527297974,75.37666320800781,0.0037600526,0.1,-0.009354103007353842,-39.765662384033206,810,0.13276660442352295,101.99591188430786,0.0001
166,83,169984,0.6261174,-83.940796,54.908573,1021,0.20229962,0.189990234375,1.0016093254089355,7.255631446838379,0.0048405183,0.1,-0.008339555995189585,-39.77181077003479,820,-0.005099892616271973,16.035746538639067,0.0001
166,84,172032,-3.3444946,-8.75241,10.0451765,1034,-0.005408663,0.21357421875,1.001758337020874,59.4136848449707,0.0052751694,0.1,-0.010422721516806632,-39.774709177017215,830,0.06379085779190063,160.019584274292,0.0001
166,85,174080,3.473618,-12.9296255,11.903807,1046,0.16260068,0.215869140625,1.0018669366836548,4.835949420928955,0.004937331,0.1,-0.009076676011318341,-39.78114891052246,840,0.285521924495697,9.544060748815536,0.0001
166,86,176128,0.47250226,-110.15074,70.22841,1058,0.15162036,0.239794921875,1.0017873048782349,10.93454647064209,0.005872393,0.1,-0.009188690013252199,-39.780208587646484,850,0.006902813911437988,25.336725401878358,0.0001
166,87,178176,-1.3646039,-7.989752,8.891203,1071,0.05158102,0.110009765625,1.0013223886489868,99.09558868408203,0.004877274,0.1,-0.006246865022694692,-39.773975944519044,860,0.10069990158081055,197.6664044380188,0.0001
166,88,180224,0.56744885,-86.4377,52.712444,1083,0.21868403,0.245068359375,1.0013701915740967,4.116147041320801,0.0045134407,0.1,-0.009905586845707148,-39.76454401016235,870,0.02244269847869873,10.202539175748825,0.0001
166,89,182272,-1.0361261,-5.355348,4.8199058,1095,0.014473661,0.1412109375,1.0016014575958252,65.36943054199219,0.0033829098,0.1,-0.0056047367106657475,-39.77026839256287,880,0.05252695083618164,142.38733139038087,0.0001
166,90,184320,-3.8645666,-10.33603,11.629596,1108,0.11399901,0.178271484375,1.001296877861023,3.2907798290252686,0.0042431075,0.1,-0.009161938924808054,-39.77083067893982,890,0.3984982371330261,8.84971625804901,0.0001
166,91,186368,0.23301074,-84.48774,47.006973,1120,0.13652582,0.133837890625,1.0012551546096802,13.05396556854248,0.0044028196,0.1,-0.008682759691146203,-39.7640212059021,900,0.07515400648117065,27.011756563186644,0.0001
166,92,188416,2.5207913,-8.547047,11.180004,1132,0.03703373,0.09345703125,1.0010544061660767,80.09516143798828,0.0036308258,0.1,-0.006544289455632679,-39.76234612464905,910,0.23881274461746216,131.90982637405395,0.0001
166,93,190464,-0.69693875,-95.27702,53.325974,1144,0.22664928,0.224658203125,1.000868558883667,4.178725719451904,0.0077088345,0.1,-0.006545207378803752,-39.75650463104248,920,0.09759771823883057,11.33494725227356,0.0001
166,94,192512,1.1560857,-6.312963,6.590065,1157,0.00639418,0.092333984375,1.0009135007858276,69.76171875,0.002901303,0.1,-0.005237183778081089,-39.75381407737732,930,0.05095088481903076,169.80785093307495,0.0001
166,95,194560,0.24472436,-9.237583,9.241589,1169,0.096272916,0.194873046875,1.0005391836166382,3.6303281784057617,0.0053705364,0.1,-0.01252339749771636,-39.75139827728272,940,0.6580674648284912,7.100023871660232,0.0001
166,96,196608,-0.16413817,-79.49438,48.459797,1181,0.11759341,0.315966796875,1.0002797842025757,8.060101509094238,0.00785495,0.1,-0.004787447961280123,-39.74265947341919,950,0.07442820072174072,16.532921135425568,0.0001
166,97,198656,-1.786171,-8.31227,8.886863,1194,0.045100275,0.1212890625,1.000199556350708,87.52532196044922,0.0037110422,0.1,-0.006545265414752066,-39.73511643409729,960,0.2723410725593567,103.09113154411315,0.0001
166,98,200704,-0.07517425,-95.13763,66.71915,1206,0.23073712,0.14482421875,1.0002362728118896,5.728698253631592,0.0036777826,0.1,-0.010063975933007896,-39.734768295288085,970,0.11219841241836548,11.961720240116119,0.0001
166,99,202752,-1.5394243,-4.8429923,4.7483077,1218,0.012042598,0.152734375,1.0001529455184937,78.59319305419922,0.003579674,0.1,-0.007679052092134953,-39.734359216690066,980,0.010081648826599121,158.9273540496826,0.0001
166,100,204800,-1.5817659,-9.253718,9.1402235,1231,0.08037603,0.112646484375,1.0001089572906494,3.8755764961242676,0.0037536086,0.1,-0.0069502574857324365,-39.73285613059998,990,0.5981323719024658,8.164614409208298,0.0001
166,101,206848,0.16250555,-48.17199,38.10446,1243,0.066555955,0.173681640625,0.9993830919265747,12.364449501037598,0.0042917617,0.1,-0.008421745090163312,-39.722311067581174,1000,0.027676761150360107,27.086515998840333,0.0001
166,102,208896,-0.4507027,-8.804606,10.851538,1255,0.06357057,0.09248046875,0.9990226626396179,38.450469970703125,0.0031085014,0.1,-0.0068879631609888746,-39.70625710487366,1010,0.27524977922439575,84.66625688076019,0.0001
166,103,210944,-15.237455,-101.0978,74.13086,1268,0.19888389,0.193359375,0.9991491436958313,6.743598937988281,0.0050592897,0.1,-0.010200837068259716,-39.703045225143434,1020,0.11168873310089111,12.60728747844696,0.0001
166,104,212992,0.3610859,-38.12056,22.999765,1280,0.05760062,0.07529296875,0.9991610646247864,111.91912078857422,0.003226238,0.1,-0.006870371694094502,-39.70490427017212,1030,0.0023834705352783203,189.3329469680786,0.0001
166,105,215040,1.4087373,-9.238957,9.574288,1292,0.053691093,0.12080078125,0.999448299407959,11.138566970825195,0.003614679,0.1,-0.009676364628830925,-39.71007194519043,1040,0.45275676250457764,15.762345725297928,0.0001
166,106,217088,-0.2162781,-52.084167,41.05435,1304,0.080795094,0.116015625,0.9993735551834106,10.58591365814209,0.0032362244,0.1,-0.006637367021176033,-39.71300230026245,1050,-0.003144979476928711,21.460239863395692,0.0001
166,107,219136,-1.4427692,-10.233003,9.495806,1317,0.04435984,0.082763671875,0.9994712471961975,51.47397994995117,0.0031048222,0.1,-0.007813724846346303,-39.71253776550293,1060,0.33552074432373047,74.21281242370605,0.0001
166,108,221184,12.234946,-23.450687,25.501177,1329,0.28154948,0.14111328125,0.9991273880004883,6.220795154571533,0.003980643,0.1,-0.006673357466934249,-39.7097409248352,1070,0.43365710973739624,13.702160191535949,0.0001
166,109,223232,-2.3669522,-107.111725,66.515434,1341,0.01955408,0.08115234375,0.9992786049842834,49.974876403808594,0.0045357714,0.1,-0.00410484709427692,-39.70489592552185,1080,0.006280183792114258,95.33748207092285,0.0001
166,110,225280,0.9887164,-15.398949,12.064271,1354,0.11258029,0.06787109375,0.999445378780365,69.31961059570312,0.0028177302,0.1,-0.006013009115122259,-39.71091265678406,1090,0.12775135040283203,124.33940222263337,0.0001
166,111,227328,-0.4902323,-126.77197,74.2671,1366,0.21120755,0.13388671875,0.9996343851089478,15.068039894104004,0.0038037119,0.1,-0.00817429595044814,-39.71567931175232,1100,-0.024944782257080078,30.4455632686615,0.0001
166,112,229376,0.9813559,-10.296388,9.395633,1378,0.047530673,0.013818359375,0.9995947480201721,95.74972534179688,0.0007579877,0.1,-0.0029597087705042213,-39.71815609931946,1110,0.06894052028656006,359.2188451766968,0.0001
166,113,231424,-3.334753,-27.595823,26.651278,1390,0.2618277,0.19970703125,0.9996614456176758,10.097087860107422,0.005071128,0.1,-0.010421960451640188,-39.71897892951965,1120,0.22732073068618774,17.06330955028534,0.0001
166,114,233472,1.3159341,-107.34153,69.24659,1403,0.017387193,0.15625,0.9996613264083862,47.78465270996094,0.0032357296,0.1,-0.00186416688375175,-39.71797456741333,1130,0.0032952427864074707,104.85857467651367,0.0001
166,115,235520,-2.9704158,-11.857938,9.807131,1415,0.07060259,0.074560546875,0.9997192025184631,153.3280029296875,0.003109964,0.1,-0.0066553867392940445,-39.71993932723999,1140,0.01534956693649292,160.30438423156738,0.0001
166,116,237568,1.2617235,-80.4946,56.997665,1427,0.14620699,0.182275390625,1.0000011920928955,8.806955337524414,0.0039028,0.1,-0.009599028358934447,-39.724878263473514,1150,0.05583477020263672,16.13048986196518,0.0001
166,117,239616,-0.74861974,-9.834061,13.241609,1440,0.05097609,0.055126953125,1.0000144243240356,47.65032958984375,0.0019906864,0.1,-0.005570188479032368,-39.72924990653992,1160,0.1876423954963684,134.21166887283326,0.0001
166,118,241664,0.10399988,-25.018978,17.958843,1452,0.194635,0.2603515625,1.0002659559249878,5.023663520812988,0.0061267456,0.1,-0.007199412753107026,-39.73442645072937,1170,-0.08250033855438232,10.837852722406387,0.0001
166,119,243712,0.20776066,-81.006485,58.164925,1464,0.032043982,0.1107421875,1.0000962018966675,26.0022029876709,0.003543883,0.1,-0.005560619168682024,-39.73376054763794,1180,0.022123754024505615,52.64125757217407,0.0001
166,120,245760,1.0743705,-9.404779,11.4987,1476,0.07857235,0.13701171875,0.9998682141304016,37.18426513671875,0.0038416313,0.1,-0.010356841975590215,-39.72764544486999,1190,0.08204704523086548,102.14859147071839,0.0001
166,121,247808,2.5248022,-85.79268,54.831997,1489,0.15708724,0.262353515625,0.9995396733283997,8.098275184631348,0.0046144957,0.1,-0.011004837224027142,-39.71693415641785,1200,0.07686960697174072,18.571110236644746,0.0001
166,122,249856,0.39942333,-8.445471,10.378024,1501,0.046085645,0.05107421875,0.9993054270744324,128.5382537841797,0.0024001438,0.1,-0.006213275727350265,-39.71307635307312,1210,0.15362083911895752,161.7198101043701,0.0001
166,123,251904,0.110131755,-16.221518,11.73907,1513,0.14510752,0.31259765625,0.9990989565849304,4.817382335662842,0.0095487395,0.1,-0.007852814150101039,-39.70649871826172,1220,0.22712481021881104,9.153194093704224,0.0001
166,124,253952,-0.22869368,-55.104816,39.937443,1525,7.724541e-05,0.1828125,0.999014675617218,15.617807388305664,0.005096729,0.1,-0.003379370181937702,-39.702221393585205,1230,-0.061716556549072266,28.25723876953125,0.0001
