train/reward_min,train/learning_rate,time/time_elapsed,train/std,train/reward_mean,train/reward_max,train/entropy_loss,train/explained_variance,train/value_loss,train/n_updates,train/reward,train/policy_loss,time/fps,time/iterations,time/total_timesteps
-6.9515224,5e-05,40858,4.460666179656982,1.3450301885604858,7.505307,-84.48538208007812,0.14097779989242554,42.46673583984375,609199,-3.0246656,-264.8799133300781,238,609200,9747200
-19.347418,5e-05,40865,4.460998058319092,7.008251190185547,27.001678,-84.48766326904297,0.10499858856201172,120.85989379882812,609299,-5.175727,655.4879150390625,238,609300,9748800
-4.0975213,5e-05,40872,4.46190071105957,0.7230347990989685,6.4754286,-84.49349212646484,0.7862430810928345,137.33673095703125,609399,1.6644833,-945.0143432617188,238,609400,9750400
-60.044296,5e-05,40878,4.462382793426514,-6.139970779418945,34.353355,-84.49652862548828,0.38565701246261597,1863.0059814453125,609499,24.165579,-2938.552001953125,238,609500,9752000
-7.8116283,5e-05,40885,4.463996410369873,1.9435466527938843,11.138651,-84.50698852539062,0.5206484198570251,31.294780731201172,609599,6.025818,-69.93444061279297,238,609600,9753600
-49.8854,5e-05,40891,4.463866710662842,5.019407272338867,37.600822,-84.50611114501953,0.4561508297920227,4184.61279296875,609699,-0.010540826,-4536.8349609375,238,609700,9755200
-18.083918,5e-05,40898,4.465242385864258,1.2249995470046997,12.139428,-84.51513671875,-0.20968592166900635,79.73575592041016,609799,3.4099972,-613.2621459960938,238,609800,9756800
-1.4875518,5e-05,40905,4.465871810913086,0.2492218315601349,2.1033762,-84.5184326171875,0.13493233919143677,3.5669775009155273,609899,0.15473227,119.5416259765625,238,609900,9758400
-9.231378,5e-05,40911,4.466557502746582,0.638272762298584,8.660286,-84.52367401123047,0.41466158628463745,63.69731903076172,609999,1.4117136,-541.0062255859375,238,610000,9760000
-4.409139,5e-05,40918,4.466970443725586,0.24730455875396729,7.780624,-84.52617645263672,0.3467387557029724,1.8897809982299805,610099,1.1296066,-19.289262771606445,238,610100,9761600
-12.141774,5e-05,40925,4.467286109924316,3.162153959274292,50.4917,-84.52820587158203,0.8179643154144287,46.63872528076172,610199,5.3798876,-385.52081298828125,238,610200,9763200
-1.1733422,5e-05,40931,4.46840238571167,0.6666055917739868,3.4287593,-84.5353775024414,-0.0024641752243041992,98.80839538574219,610299,0.5556992,-618.2178955078125,238,610300,9764800
-33.09437,5e-05,40938,4.46904182434082,4.501433849334717,51.91655,-84.5397720336914,0.34137433767318726,15936.4501953125,610399,43.919083,-9996.1123046875,238,610400,9766400
-2.3516884,5e-05,40945,4.470518112182617,1.4636210203170776,6.712444,-84.54936981201172,0.4219958782196045,242.1712646484375,610499,3.545438,-924.1661987304688,238,610500,9768000
-222.91196,5e-05,40951,4.470592021942139,-5.878670692443848,118.286026,-84.55062866210938,0.029818594455718994,19500.8515625,610599,-51.895763,-10407.61328125,238,610600,9769600
-14.578389,5e-05,40958,4.472354888916016,-1.2781705856323242,11.514149,-84.56094360351562,0.3517598509788513,1257.4461669921875,610699,-1.8570542,2941.9814453125,238,610700,9771200
-2.433407,5e-05,40965,4.473401069641113,0.2653285264968872,2.7370853,-84.56737518310547,0.32996129989624023,4.903820991516113,610799,-1.0210533,-160.16189575195312,238,610800,9772800
-6.6899567,5e-05,40971,4.47403621673584,1.5158393383026123,15.900844,-84.5718765258789,0.5280040502548218,49.19680404663086,610899,-1.9983776,-418.4167175292969,238,610900,9774400
-3.2741492,5e-05,40978,4.475179672241211,-0.2272813320159912,4.719961,-84.5793685913086,-0.39273977279663086,3.4011006355285645,610999,-1.8696232,-41.50031280517578,238,611000,9776000
-6.38587,5e-05,40985,4.475849151611328,1.7108347415924072,11.396567,-84.58365631103516,0.04300880432128906,163.88807678222656,611099,-4.3350196,789.2018432617188,238,611100,9777600
-3.865324,5e-05,40991,4.4770917892456055,-0.15538272261619568,6.5182567,-84.59170532226562,-0.16985666751861572,158.5841827392578,611199,-3.4745317,-859.6424560546875,238,611200,9779200
-33.90828,5e-05,40998,4.477188587188721,-0.0699465274810791,14.715967,-84.59239959716797,0.35941648483276367,314.8083190917969,611299,-33.90828,-1154.9490966796875,238,611300,9780800
-5.117213,5e-05,41005,4.478182792663574,-0.2389681488275528,4.851006,-84.5982894897461,0.0,134.98812866210938,611399,0.7440346,695.04833984375,238,611400,9782400
