time/total_timesteps,time/fps,train/reward,train/reward_mean,train/reward_max,time/iterations,time/time_elapsed,train/reward_min,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/approx_kl
2672640,247,10.366423,0.38786956667900085,31.022924,1305,10807,-36.308132,242.78871154785156,13040,-42.222166013717654,0.017623929108958693,379.50574645996096,0.0001,0.1,0.449169921875,0.7431650757789612,1.0385560989379883,0.012860443
2674688,247,0.08803351,0.3174695074558258,116.85622,1306,10815,-157.66881,28.883480072021484,13050,-42.22244358062744,0.0003000747674377635,71.32353401184082,0.0001,0.1,0.028515625,0.7048079967498779,1.0385806560516357,0.0006991846
2676736,247,3.246796,0.45085108280181885,121.42147,1307,10823,-159.48602,193.99131774902344,13060,-42.22467837333679,-0.002550385803624522,369.1411687850952,0.0001,0.1,0.03779296875,0.5916086435317993,1.0387120246887207,0.0028812923
2678784,247,-1.6652749,0.5362157821655273,55.155277,1308,10831,-51.53188,169.87962341308594,13070,-42.22611322402954,-0.0003020677191670984,367.69821643829346,0.0001,0.1,0.022265625,0.7331819534301758,1.038665533065796,0.00036911602
2680832,247,-1.4859083,0.23924310505390167,124.76011,1309,10839,-169.75357,97.39999389648438,13080,-42.22450251579285,0.0007204271940281614,191.49118061065673,0.0001,0.1,0.04462890625,0.6434590816497803,1.0386204719543457,0.0021161875
2682880,247,2.1750379,0.448204904794693,122.141014,1310,10848,-163.09229,102.0368423461914,13090,-42.2250376701355,-0.00023465099220629782,245.821693611145,0.0001,0.1,0.29794921875,0.6537085175514221,1.0386955738067627,0.0071552414
2684928,247,-0.2793635,0.4824528098106384,116.766205,1311,10856,-149.12364,143.42074584960938,13100,-42.22567820549011,0.00541439990629442,354.1512216567993,0.0001,0.1,0.272705078125,0.7727271914482117,1.0386747121810913,0.013569742
2686976,247,5.516471,0.33467137813568115,28.646595,1312,10864,-21.64157,254.74459838867188,13110,-42.22520742416382,-0.00025421460304642096,421.08310108184816,0.0001,0.1,0.012255859375,0.7009827494621277,1.038642168045044,0.0010807021
2689024,247,-0.19954066,0.3647814691066742,123.9339,1313,10872,-162.4678,26.75267219543457,13120,-42.223754262924196,-0.002215630894352216,68.06732439994812,0.0001,0.1,0.024658203125,0.853625476360321,1.0386016368865967,0.0016161687
2691072,247,0.36288962,0.497528612613678,127.455414,1314,10880,-161.5749,74.50868225097656,13130,-42.232060241699216,0.0039697718020761386,321.25506629943845,0.0001,0.1,0.293017578125,0.7628412842750549,1.0390743017196655,0.009946614
2693120,247,-0.38935128,0.4667525887489319,54.006798,1315,10888,-42.1977,267.1813659667969,13140,-42.23860063552856,-0.00046022218302823605,431.2733921051025,0.0001,0.1,0.1814453125,0.7432305812835693,1.0392683744430542,0.0053969026
2695168,247,-13.214706,0.26604220271110535,121.92853,1316,10897,-158.44029,54.05971908569336,13150,-42.24128866195679,-0.0012550907267723233,128.0443688392639,0.0001,0.1,0.09287109375,0.8150187134742737,1.039240837097168,0.0028727958
2697216,247,0.81767637,0.4802771508693695,128.5189,1317,10905,-165.27417,121.69784545898438,13160,-42.23841533660889,2.3924390552565457e-05,295.259015083313,0.0001,0.1,0.203857421875,0.6555848121643066,1.0390055179595947,0.007906277
2699264,247,-0.42294887,0.5085033178329468,119.88497,1318,10913,-151.97935,134.07965087890625,13170,-42.234508991241455,0.0005214313830947503,389.1564079284668,0.0001,0.1,0.109814453125,0.7751645445823669,1.0390901565551758,0.00689142
2701312,247,6.6110005,0.2407049685716629,29.264633,1319,10921,-21.081924,147.4666748046875,13180,-42.23727960586548,0.010788870812393724,381.62793655395507,0.0001,0.1,0.40419921875,0.699338436126709,1.0391032695770264,0.009980437
2703360,247,-5.0888515,0.4299207329750061,119.61451,1320,10929,-151.62488,23.620716094970703,13190,-42.23729915618897,-0.0018790825648466124,50.35338129997253,0.0001,0.1,0.06376953125,0.8085833191871643,1.0391055345535278,0.0035085226
2705408,247,2.5002613,0.4741107225418091,122.39422,1321,10937,-155.15869,188.7952880859375,13200,-42.23805122375488,-0.0016975947859464214,367.4831491470337,0.0001,0.1,0.0708984375,0.7598362565040588,1.0391873121261597,0.0033683372
2707456,247,3.7961543,0.3808712959289551,39.89529,1322,10946,-42.709835,250.76344299316406,13210,-42.23975510597229,-0.0010323262438760139,385.4189275741577,0.0001,0.1,0.074267578125,0.7366684675216675,1.0391695499420166,0.0043823845
2709504,247,2.1595185,0.36441370844841003,122.388214,1323,10954,-157.08165,55.62975311279297,13220,-42.239353561401366,-0.0031101321073947474,101.87043018341065,0.0001,0.1,0.07265625,0.7552000880241394,1.0391885042190552,0.003003433
2711552,247,0.44220904,0.4420812427997589,125.5026,1324,10962,-159.38483,151.1130828857422,13230,-42.239955806732176,0.003916613868204877,320.59745931625366,0.0001,0.1,0.309619140625,0.7079193592071533,1.0392595529556274,0.011145466
2713600,247,-12.942356,0.4498051404953003,116.719376,1325,10970,-147.965,160.86351013183594,13240,-42.24154810905456,-0.0004221607086947188,407.691498374939,0.0001,0.1,0.03564453125,0.7659679055213928,1.039236307144165,0.0025799042
2715648,247,8.693188,0.24561861157417297,49.09307,1326,10978,-72.17755,187.5994110107422,13250,-42.24037914276123,-0.001339570013806224,364.1009622573853,0.0001,0.1,0.007275390625,0.6989926099777222,1.0391861200332642,0.000671344
2717696,247,-4.4839644,0.4446693956851959,117.912834,1327,10986,-149.5377,20.382617950439453,13260,-42.23938488960266,-0.0038917784491786732,41.33393886089325,0.0001,0.1,0.06845703125,0.8328671455383301,1.039158821105957,0.0036589461
2719744,247,0.20714733,0.4894455373287201,119.33816,1328,10995,-151.37576,224.4285888671875,13270,-42.23683862686157,0.0005860141434823162,354.65832843780515,0.0001,0.1,0.129541015625,0.7766453623771667,1.0389175415039062,0.007505901
2721792,247,17.375093,0.36126577854156494,36.303493,1329,11003,-36.88726,189.85604858398438,13280,-42.232793188095094,-0.001169358730840031,350.46589412689207,0.0001,0.1,0.0880859375,0.7721704244613647,1.0390048027038574,0.002453274
2723840,247,-6.7441835,0.3289710283279419,122.27972,1330,11011,-155.01369,24.79825782775879,13290,-42.23192496299744,0.0014378861378645524,71.97778878211975,0.0001,0.1,0.277685546875,0.8647553324699402,1.03896164894104,0.01016549
2725888,247,0.732392,0.4498269557952881,120.15577,1331,11019,-152.3231,199.93264770507812,13300,-42.23224449157715,-0.0003598259179852903,341.88608837127686,0.0001,0.1,0.208984375,0.7713266015052795,1.038754940032959,0.0069322893
2727936,247,2.4751515,0.4600507318973541,52.366047,1332,11027,-52.902336,296.46588134765625,13310,-42.226472234725954,-0.0008273456332972273,405.6443862915039,0.0001,0.1,0.037548828125,0.7757951617240906,1.0386995077133179,0.0013596899
2729984,247,9.532219,0.2441803365945816,116.65685,1333,11036,-147.8321,71.88866424560547,13320,-42.22520208358765,-0.0012110631359973922,168.30627870559692,0.0001,0.1,0.0294921875,0.7675208449363708,1.038620114326477,0.0016543698
2732032,247,1.1255956,0.44433310627937317,121.0648,1334,11044,-153.5719,64.07083892822266,13330,-42.22235884666443,0.013913124319515191,216.39794816970826,0.0001,0.1,0.367041015625,0.7065179944038391,1.0385969877243042,0.0138575
2734080,247,0.36224943,0.489841103553772,117.29778,1335,11052,-148.6983,212.56187438964844,13340,-42.22317543029785,0.0017233649734407664,360.4386661529541,0.0001,0.1,0.121826171875,0.7991973757743835,1.0385429859161377,0.0051415125
2736128,247,-20.286247,0.2575809061527252,27.66952,1336,11060,-20.286247,237.60012817382812,13350,-42.22279434204101,-0.000393976409395691,387.6172386169434,0.0001,0.1,0.00185546875,0.7276468276977539,1.0385781526565552,0.0003979772
2738176,247,1.8273971,0.3635016977787018,111.56315,1337,11068,-141.48746,21.545265197753906,13360,-42.225988674163816,0.007366040314082056,45.353218936920165,0.0001,0.1,0.355419921875,0.8772692680358887,1.038789987564087,0.010627581
2740224,247,-1.4755291,0.4297972619533539,113.52495,1338,11076,-143.94325,111.99889373779297,13370,-42.23331537246704,0.00012629608972929417,271.6860789299011,0.0001,0.1,0.28115234375,0.8175759315490723,1.038977861404419,0.009112155
2742272,247,1.4703293,0.4221322238445282,51.97222,1339,11085,-41.453922,151.27114868164062,13380,-42.234312534332275,-0.0016920289403060452,312.4861566543579,0.0001,0.1,0.06435546875,0.7989771366119385,1.0388731956481934,0.0042985976
2744320,247,6.57956,0.2769668400287628,115.811646,1340,11093,-146.7692,54.45585250854492,13390,-42.232426452636716,0.003189979906892404,127.95532741546631,0.0001,0.1,0.28681640625,0.8255645036697388,1.0389190912246704,0.0058500906
2746368,247,2.4445202,0.40672603249549866,113.54088,1341,11101,-144.03593,179.77188110351562,13400,-42.23400058746338,-0.001946043677162379,227.86060018539428,0.0001,0.1,0.136865234375,0.7641535997390747,1.0389100313186646,0.0070726066
2748416,247,0.5157681,0.5027466416358948,119.36868,1342,11109,-151.4209,178.833251953125,13410,-42.23209490776062,-0.002018857636721805,320.6429901123047,0.0001,0.1,0.008544921875,0.8103527426719666,1.038879632949829,0.000960572
2750464,247,-2.3046048,0.24265418946743011,29.89484,1343,11117,-21.364847,177.2394561767578,13420,-42.231510639190674,-0.002069171237235423,355.7749355316162,0.0001,0.1,0.028759765625,0.7537757158279419,1.038838505744934,0.002778613
2752512,247,11.3575735,0.4473414421081543,120.229256,1344,11125,-152.41624,23.420808792114258,13430,-42.2282968044281,0.0033417447266401723,44.895041418075564,0.0001,0.1,0.326904296875,0.8368006944656372,1.0388474464416504,0.008377574
2754560,247,-0.45338666,0.45818251371383667,123.510765,1345,11134,-156.59889,125.77940368652344,13440,-42.2364492893219,0.0026278993085725234,336.51943454742434,0.0001,0.1,0.327294921875,0.7941109538078308,1.0394315719604492,0.020056197
2756608,247,-16.469362,0.3419630825519562,37.527737,1346,11142,-40.270557,144.60047912597656,13450,-42.245812606811526,-0.0007309507811442018,401.35339031219485,0.0001,0.1,0.035205078125,0.760914146900177,1.0394035577774048,0.0021763064
2758656,247,2.3516216,0.32917192578315735,112.46045,1347,11150,-142.55472,41.77679443359375,13460,-42.2460618019104,-0.0007422152120852843,102.47283048629761,0.0001,0.1,0.0169921875,0.7980682849884033,1.039423942565918,0.0011649474
2760704,247,3.6427896,0.4301731586456299,117.940315,1348,11158,-149.53468,141.54124450683594,13470,-42.24715127944946,-0.002757674938766286,328.47618293762207,0.0001,0.1,0.06943359375,0.5271258354187012,1.0395572185516357,0.0026277471
2762752,247,-49.369064,0.37441128492355347,115.80713,1349,11166,-146.82396,116.7424087524414,13480,-42.250453567504884,-0.0011890725290868431,341.28116207122804,0.0001,0.1,0.00224609375,0.7684946656227112,1.0395863056182861,0.00038433177
2764800,247,-1.4588702,0.30411359667778015,108.41872,1350,11174,-71.600784,216.62628173828125,13490,-42.2505117893219,-0.00042622292530722914,344.14112720489504,0.0001,0.1,0.001708984375,0.6998675465583801,1.0395824909210205,6.911275e-05
2766848,247,-1.68783,0.42015358805656433,109.51118,1351,11183,-138.82751,43.44948196411133,13500,-42.24808778762817,0.0013956058828625828,84.3314603805542,0.0001,0.1,0.2171875,0.7522534132003784,1.0393869876861572,0.009805682
2768896,247,0.6852721,0.4519842565059662,113.64851,1352,11191,-144.07161,105.03986358642578,13510,-42.24764747619629,-5.850622546859086e-05,299.6698757171631,0.0001,0.1,0.238916015625,0.7886276245117188,1.0394912958145142,0.009064956
2770944,247,-0.3821384,0.31641530990600586,29.86512,1353,11199,-37.07546,220.7699737548828,13520,-42.24821548461914,-0.002673108065209817,314.83550968170164,0.0001,0.1,0.099267578125,0.7802189588546753,1.0395143032073975,0.0026248666
2772992,247,-0.44823042,0.3784087002277374,122.070435,1354,11207,-154.72171,38.396209716796875,13530,-42.2506000995636,0.00501312428386882,69.42497310638427,0.0001,0.1,0.350927734375,0.8358145952224731,1.0397146940231323,0.013216395
2775040,247,-1.0557718,0.42648249864578247,117.00004,1355,11215,-148.35037,261.88330078125,13540,-42.253494358062746,0.0008710087509825826,311.0192602157593,0.0001,0.1,0.139453125,0.74005126953125,1.0396298170089722,0.017454028
2777088,247,2.2698388,0.4575444757938385,51.932644,1356,11223,-52.457962,300.01519775390625,13550,-42.2505823135376,-0.0004406843159813434,390.9146799087524,0.0001,0.1,0.008935546875,0.7126821875572205,1.0396028757095337,0.0006952363
2779136,247,3.695533,0.2322159707546234,115.688446,1357,11232,-146.66537,69.52032470703125,13560,-42.24976892471314,-0.0024298164949868805,158.02020339965821,0.0001,0.1,0.009521484375,0.785043478012085,1.0395944118499756,0.0012743825
2781184,247,2.489888,0.41581451892852783,112.35549,1358,11240,-142.43277,193.62074279785156,13570,-42.25260887145996,-0.0015023894200567156,229.6357357978821,0.0001,0.1,0.06875,0.7142858505249023,1.0398224592208862,0.0034763552
2783232,247,-0.23025186,0.45512527227401733,110.55718,1359,11248,-140.28505,130.95030212402344,13580,-42.25641341209412,-0.001410165397101082,330.29779262542723,0.0001,0.1,0.00595703125,0.8016155958175659,1.03984534740448,0.00040397674
2785280,247,1.5901679,0.264870822429657,29.48471,1360,11256,-21.716122,164.11520385742188,13590,-42.2570858001709,-0.0007466207549441606,318.7109498977661,0.0001,0.1,0.000830078125,0.7580171823501587,1.0398749113082886,0.00012010592
2787328,247,-1.8422165,0.3891069293022156,116.73201,1361,11264,-148.0223,29.75050926208496,13600,-42.25838041305542,0.001253302271652501,54.6734703540802,0.0001,0.1,0.156884765625,0.8456900119781494,1.0399582386016846,0.012880126
2789376,247,1.4426395,0.48473814129829407,125.451935,1362,11273,-159.15965,182.37477111816406,13610,-42.265749549865724,0.002351360148168169,318.45563449859617,0.0001,0.1,0.202587890625,0.7618611454963684,1.0404094457626343,0.010015416
2791424,247,-0.24256794,0.3888905346393585,51.41923,1363,11281,-40.9966,206.00709533691406,13620,-42.273375844955446,-0.0018012427055509761,411.28717136383057,0.0001,0.1,0.011279296875,0.7737830877304077,1.0404183864593506,0.0012586063
2793472,247,-1.8169441,0.3164314925670624,114.55078,1364,11300,-145.21577,69.50513458251953,13630,-42.272371435165404,-0.0015246493101585656,152.41943550109863,0.0001,0.1,0.01083984375,0.7585527300834656,1.0404164791107178,0.00097544596
2795520,247,-1.4828925,0.41259998083114624,119.03201,1365,11309,-150.8966,250.00445556640625,13640,-42.27135152816773,-0.002174729203397874,433.9633083343506,0.0001,0.1,0.084814453125,0.2474176287651062,1.0402982234954834,0.0033931308
2797568,247,-0.32068753,0.46756815910339355,110.8164,1366,11317,-140.48235,330.30914306640625,13650,-42.26880111694336,-0.0009450519835809245,594.8530292510986,0.0001,0.1,0.006103515625,0.5790379047393799,1.040279746055603,0.0005168874
2799616,247,6.006722,0.23323790729045868,30.325422,1367,11325,-22.36966,218.70620727539062,13660,-42.26809759140015,-0.0024111291771987454,513.771692276001,0.0001,0.1,0.031201171875,0.5725141763687134,1.0402414798736572,0.0018946596
2801664,247,-1.8355137,0.44925135374069214,122.93931,1368,11333,-155.8502,24.555187225341797,13670,-42.2630735874176,0.007992198411375284,51.557770776748654,0.0001,0.1,0.330810546875,0.8076294660568237,1.039894938468933,0.012421153
2803712,247,-1.4976373,0.4737609624862671,122.410675,1369,11341,-155.22879,135.4390869140625,13680,-42.25929956436157,-0.001915916838333942,378.9813703536987,0.0001,0.1,0.040283203125,0.774034857749939,1.0399280786514282,0.0024342728
2805760,247,-9.676275,0.35912999510765076,34.111534,1370,11349,-33.589237,312.197509765625,13690,-42.26012625694275,-0.0008529154438292608,379.3965768814087,0.0001,0.1,0.0189453125,0.772983729839325,1.0399949550628662,0.002210537
2807808,247,-2.5231917,0.2905019223690033,110.5737,1371,11358,-140.17186,37.13764190673828,13700,-42.26153464317322,-0.000794286081509199,69.46065402030945,0.0001,0.1,0.01884765625,0.8624718189239502,1.040001392364502,0.001448174
2809856,247,-1.8513638,0.4064078629016876,111.88286,1372,11366,-141.84015,125.62549591064453,13710,-42.26587142944336,-0.00048302298673661424,304.95704917907716,0.0001,0.1,0.167236328125,0.7020968198776245,1.0404207706451416,0.005868081
2811904,247,-11.626556,0.5635345578193665,52.72471,1373,11374,-57.67471,155.07774353027344,13720,-42.273399114608765,-0.0001996728649828583,321.13243370056153,0.0001,0.1,0.004833984375,0.8027776479721069,1.0404242277145386,0.00047568613
2813952,247,1.4368956,0.15112371742725372,117.45386,1374,11382,-148.89595,74.43700408935547,13730,-42.27419409751892,0.001689504813111853,183.02618646621704,0.0001,0.1,0.136474609375,0.7832612991333008,1.040487289428711,0.007904935
2816000,247,0.13533345,0.43644455075263977,118.034355,1375,11390,-149.67067,63.530784606933594,13740,-42.28046836853027,0.0020869319516350513,221.48138494491576,0.0001,0.1,0.25791015625,0.5409235954284668,1.0407787561416626,0.009238359
2818048,247,-0.37696782,0.46084660291671753,115.62759,1376,11398,-146.58081,125.42912292480469,13750,-42.28288369178772,0.0003983188915299252,324.1554809570313,0.0001,0.1,0.141357421875,0.8142030239105225,1.0406887531280518,0.009576043
2820096,247,-3.6166248,0.2909207344055176,28.921127,1377,11407,-33.710644,111.80619049072266,13760,-42.280877161026,-0.0012877674278570339,352.15454483032227,0.0001,0.1,0.008447265625,0.7614650726318359,1.0406924486160278,0.00071013893
2822144,247,-0.07225812,0.3377089202404022,110.842224,1378,11415,-140.70715,37.43083572387695,13770,-42.28034572601318,-0.0008590473735239357,66.82079491615295,0.0001,0.1,0.232861328125,0.8739734292030334,1.0406420230865479,0.005674836
2824192,247,-2.4011672,0.41902098059654236,112.90847,1379,11423,-143.22404,132.8476104736328,13780,-42.28287620544434,-0.00018333578627789394,273.88314762115476,0.0001,0.1,0.13310546875,0.7952115535736084,1.0409997701644897,0.005739215
2826240,247,18.789858,0.47029176354408264,52.81404,1380,11431,-53.342434,127.98831939697266,13790,-42.28896899223328,-0.0019064331077970563,316.1781578063965,0.0001,0.1,0.02802734375,0.815420389175415,1.0409963130950928,0.0017124559
2828288,247,-3.6462967,0.2302701473236084,117.66761,1381,11439,-149.16411,75.23052215576172,13800,-42.288469552993774,-0.0007933185537694953,162.68831977844238,0.0001,0.1,0.001025390625,0.8084226846694946,1.0409809350967407,0.00018333667
2830336,247,-0.7373635,0.40781232714653015,111.70994,1382,11448,-141.62155,95.36402893066406,13810,-42.28245964050293,0.002405773505961406,226.28470611572266,0.0001,0.1,0.2103515625,0.7134374380111694,1.0406794548034668,0.0063202176
2832384,247,0.44695514,0.4668799340724945,112.61984,1383,11456,-142.76688,141.936767578125,13820,-42.28055577278137,-0.0017138663228251972,342.5899103164673,0.0001,0.1,0.001611328125,0.7682569026947021,1.0407559871673584,0.0005095535
2834432,247,8.096749,0.24709737300872803,29.636976,1384,11464,-21.609894,152.44076538085938,13830,-42.28210458755493,-0.0003969364450313151,361.4790283203125,0.0001,0.1,0.002197265625,0.7343408465385437,1.0407743453979492,0.00013242275
2836480,247,4.3745503,0.3668934404850006,112.242226,1385,11472,-142.31227,36.234169006347656,13840,-42.280716514587404,-0.002586533015710302,75.87651214599609,0.0001,0.1,0.008349609375,0.8158813118934631,1.0406631231307983,0.00089484965
2838528,247,0.5896454,0.4248899817466736,110.26897,1386,11480,-139.85124,150.864990234375,13850,-42.28329601287842,-0.002357994522026274,302.73872203826903,0.0001,0.1,0.2369140625,0.8229535818099976,1.0410656929016113,0.0066404818
2840576,247,2.4968865,0.34849822521209717,50.51453,1387,11488,-40.295303,136.13368225097656,13860,-42.29149332046509,-0.00196286445716396,301.96909084320066,0.0001,0.1,0.014501953125,0.8047816753387451,1.0410903692245483,0.001292986
2842624,247,1.7929215,0.31859636306762695,112.56393,1388,11497,-142.73236,78.88542175292969,13870,-42.29126162528992,-0.0013567907240940257,136.33454504013062,0.0001,0.1,0.004345703125,0.8040875196456909,1.0410655736923218,0.0006821134
2844672,247,2.3226461,0.42883336544036865,115.99005,1389,11505,-147.04062,128.8133544921875,13880,-42.300584363937375,0.0009983905678382144,232.85615949630738,0.0001,0.1,0.296630859375,0.7912682294845581,1.0417612791061401,0.009702355
2846720,247,-0.3013021,0.5041335225105286,117.9057,1390,11513,-149.41188,163.365478515625,13890,-42.312484169006346,0.006092578475363553,327.64486865997316,0.0001,0.1,0.377197265625,0.810580313205719,1.0418857336044312,0.008175998
2848768,247,0.8970518,0.2117690145969391,29.794247,1391,11521,-21.361998,186.89768981933594,13900,-42.31285133361816,-0.0007910156942671165,360.32739715576173,0.0001,0.1,0.000390625,0.7410743236541748,1.0418577194213867,0.00011082375
2850816,247,4.581578,0.41631466150283813,114.774864,1392,11529,-145.50504,32.546661376953125,13910,-42.31256294250488,-0.002416998703847639,60.81892852783203,0.0001,0.1,0.037939453125,0.7887855768203735,1.0418775081634521,0.0023306624
2852864,247,0.46754014,0.42369434237480164,109.28532,1393,11538,-138.55786,163.1641845703125,13920,-42.31421494483948,0.006750518766057212,302.869730758667,0.0001,0.1,0.2939453125,0.8006197810173035,1.0418602228164673,0.006742955
2854912,247,-0.6540393,0.3449578583240509,34.82188,1394,11546,-34.31824,111.69371032714844,13930,-42.31421394348145,0.0006601776549359784,338.9115291595459,0.0001,0.1,0.042724609375,0.7705962657928467,1.0419801473617554,0.0016511674
2856960,247,1.754208,0.30574092268943787,112.97759,1395,11554,-143.21994,47.343597412109375,13940,-42.31564340591431,-0.001502378864097409,82.61895384788514,0.0001,0.1,0.0361328125,0.8287421464920044,1.041970133781433,0.0028837563
2859008,247,1.0799172,0.39414989948272705,108.90242,1396,11562,-138.05565,143.30953979492188,13950,-42.316650772094725,-0.00018769103044178337,278.3835863113403,0.0001,0.1,0.22060546875,0.768950343132019,1.04216730594635,0.013507996
2861056,247,18.313871,0.4556695818901062,48.045372,1397,11570,-48.50098,146.18394470214844,13960,-42.32145099639892,-0.001327986890100874,300.6418298721313,0.0001,0.1,0.00380859375,0.8100274205207825,1.04218590259552,0.00032561668
2863104,247,1.7525547,0.1907089501619339,106.98363,1398,11579,-135.62415,97.41726684570312,13970,-42.319938039779665,0.008114816708257422,202.87277374267578,0.0001,0.1,0.391650390625,0.7460024952888489,1.0421011447906494,0.010867808
2865152,247,2.4052572,0.41527119278907776,111.68152,1399,11587,-141.58028,53.6032600402832,13980,-42.3179669380188,-0.0001902466989122331,187.44630761146544,0.0001,0.1,0.066552734375,0.728522002696991,1.0419442653656006,0.0059479577
2867200,247,1.0331415,0.4664047956466675,114.21669,1400,11595,-144.76299,107.43254852294922,13990,-42.314465045928955,-0.002864097838755697,279.4006744384766,0.0001,0.1,0.04130859375,0.8334234952926636,1.0419601202011108,0.003084017
2869248,247,4.251037,0.3177630305290222,31.760706,1401,11603,-23.155975,136.27410888671875,14000,-42.31554884910584,0.002636875177267939,327.3992446899414,0.0001,0.1,0.132666015625,0.7889831066131592,1.041945457458496,0.012424515
2871296,247,-2.264247,0.33625367283821106,119.43078,1402,11611,-151.3867,44.25886535644531,14010,-42.31422920227051,-0.0010529774765018374,89.21522498130798,0.0001,0.1,0.003564453125,0.8339162468910217,1.0419182777404785,0.0004668176
2873344,247,-0.34593767,0.45028260350227356,115.94306,1403,11620,-147.11818,86.9634017944336,14020,-42.31475019454956,-0.003435377703863196,302.0451696395874,0.0001,0.1,0.119287109375,0.7946333885192871,1.041982650756836,0.0031642504
2875392,247,-1.2666998,0.4493538439273834,50.935028,1404,11628,-40.615562,225.770751953125,14030,-42.31560964584351,-0.001377474726177752,362.4194480895996,0.0001,0.1,0.00087890625,0.7827850580215454,1.0419867038726807,0.0002239027
2877440,247,8.428575,0.22464801371097565,113.47168,1405,11636,-143.84933,71.26107025146484,14040,-42.31591510772705,-0.0017184162570629269,156.27972202301027,0.0001,0.1,0.013818359375,0.7827408313751221,1.042004108428955,0.0010470375
2879488,247,0.6763796,0.431128591299057,116.33547,1406,11644,-147.47792,93.08637237548828,14050,-42.31848168373108,0.006283856759546324,242.255362033844,0.0001,0.1,0.31865234375,0.701373815536499,1.0420951843261719,0.013987074
2881536,247,0.049501356,0.4347577393054962,106.056145,1407,11652,-134.45734,174.5813446044922,14060,-42.32157163619995,-0.0020937385823344814,305.8461462974548,0.0001,0.1,0.118603515625,0.7890959978103638,1.0422335863113403,0.003358151
2883584,247,-7.5041246,0.23390498757362366,29.90241,1408,11660,-21.84823,149.20823669433594,14070,-42.32327237129211,-0.0009571966744260863,328.7166536331177,0.0001,0.1,0.004052734375,0.7038987874984741,1.0422295331954956,0.0009690949
2885632,247,-1.8980819,0.3915335237979889,112.12743,1409,11669,-142.14449,26.11519432067871,14080,-42.324565696716306,-0.00031832896638661623,72.993559217453,0.0001,0.1,0.03349609375,0.7500234842300415,1.0423009395599365,0.0023698553
2887680,247,-1.0098746,0.41617274284362793,110.35983,1410,11677,-139.90521,138.26080322265625,14090,-42.323068141937256,-0.0017148022598121315,293.3219518661499,0.0001,0.1,0.090576171875,0.7851482629776001,1.0422381162643433,0.0032871175
2889728,247,-5.9662952,0.29525673389434814,47.40916,1411,11685,-37.814346,98.55310821533203,14100,-42.32427978515625,-0.0014082503694226034,300.84889430999755,0.0001,0.1,0.0005859375,0.7842910885810852,1.0422943830490112,0.00033729212
2891776,247,-2.5779505,0.33751413226127625,105.66078,1412,11693,-133.94652,47.938785552978516,14110,-42.323702335357666,-0.0013504148519132286,98.64980869293213,0.0001,0.1,0.035302734375,0.8169794678688049,1.0422031879425049,0.002053098
2893824,247,0.8972964,0.4034229516983032,110.928116,1413,11701,-140.6653,103.55538177490234,14120,-42.32316813468933,-0.0018860385345760733,236.70528001785277,0.0001,0.1,0.053173828125,0.7925555109977722,1.0422770977020264,0.003613599
2895872,247,12.195571,0.4859195053577423,113.82372,1414,11709,-144.29575,180.32530212402344,14130,-42.324643802642825,-0.0013440772105241194,316.65042877197266,0.0001,0.1,0.001025390625,0.8033531904220581,1.0422730445861816,0.00025289343
2897920,247,1.7347409,0.17152968049049377,36.223663,1415,11718,-70.38484,185.83917236328125,14140,-42.32404499053955,-0.0018264434780576265,315.87702522277834,0.0001,0.1,0.015234375,0.7541285157203674,1.0422800779342651,0.0016264627
2899968,247,4.806782,0.4048194885253906,107.448845,1416,11726,-136.21263,20.917579650878906,14150,-42.32333946228027,-0.0013773737155133858,45.84920527935028,0.0001,0.1,0.082568359375,0.7961253523826599,1.0421706438064575,0.0030205841
2902016,247,-4.674227,0.4385145902633667,110.10234,1417,11734,-139.57701,111.45724487304688,14160,-42.32044429779053,-0.0017166505451314152,268.96621522903445,0.0001,0.1,0.16279296875,0.8233152627944946,1.0421628952026367,0.0040776725
2904064,247,-25.986546,0.316049724817276,34.581875,1418,11742,-34.08357,97.3529281616211,14170,-42.322108840942384,0.0002566520881373435,313.57805461883544,0.0001,0.1,0.141357421875,0.7880789041519165,1.0421593189239502,0.0029271143
2906112,247,1.7023206,0.3409453332424164,112.13781,1419,11750,-142.26053,33.8697624206543,14180,-42.31994471549988,0.0009599765209713951,67.66816492080689,0.0001,0.1,0.163720703125,0.8573541641235352,1.0420066118240356,0.009990753
2908160,247,0.7310942,0.39811354875564575,114.11114,1420,11759,-144.6048,84.06399536132812,14190,-42.31844639778137,5.725642549805343e-05,261.08842248916625,0.0001,0.1,0.2537109375,0.7869259119033813,1.0420525074005127,0.007145029
2910208,247,8.747332,0.4497052729129791,49.243496,1421,11767,-49.761272,177.4815673828125,14200,-42.31959495544434,-0.0024466180591844024,317.8809299468994,0.0001,0.1,0.015380859375,0.8099890947341919,1.0421125888824463,0.0011612664
2912256,247,2.2801294,0.2065741866827011,109.74152,1422,11775,-139.1001,79.37326049804688,14210,-42.319539880752565,0.0002843414229573682,159.92595262527465,0.0001,0.1,0.1392578125,0.7787468433380127,1.0420827865600586,0.004256702
