train/reward_mean,time/episodes,train/actor_loss,train/critic_loss,time/time_elapsed,train/n_updates,train/learning_rate,train/reward_max,time/fps,train/reward,train/reward_min,time/total_timesteps
0.1318324609375,212,-12.363943099975586,0.33140212297439575,29049,613215,0.001,41.56433,21,6.8364687,-53.40141,613316
0.1318323828125,216,-12.36459732055664,0.22978372871875763,29607,624787,0.001,41.56433,21,6.8364687,-53.40141,624888
0.1318323828125,220,-13.523336410522461,0.3034082055091858,30161,636359,0.001,41.56433,21,6.8364687,-53.40141,636460
0.1318323828125,224,-14.133520126342773,2.0654828548431396,30715,647931,0.001,41.56433,21,6.8364687,-53.40141,648032
0.1318322265625,228,-12.373153686523438,0.45342451333999634,31269,659503,0.001,41.56433,21,6.8364687,-53.40141,659604
0.1318322265625,232,-14.910578727722168,0.5043672323226929,31823,671075,0.001,41.56433,21,6.8364687,-53.40141,671176
0.13183240234375,236,-11.741083145141602,0.25855177640914917,32379,682647,0.001,41.56433,21,6.8364687,-53.40141,682748
0.13183240234375,240,-15.58041000366211,0.2701078951358795,32934,694219,0.001,41.56433,21,6.8364687,-53.40141,694320
0.13183251953125,244,-11.262541770935059,0.46428927779197693,33489,705791,0.001,41.56433,21,6.8364687,-53.40141,705892
0.13183251953125,248,-13.255270004272461,0.35369840264320374,34045,717363,0.001,41.56433,21,6.8364687,-53.40141,717464
0.13183251953125,252,-15.28573226928711,0.4092426896095276,34605,728935,0.001,41.56433,21,6.8364687,-53.40141,729036
0.13183267578125,256,-16.03203582763672,0.5796186327934265,35160,740507,0.001,41.56433,21,6.8364687,-53.40141,740608
0.1318325390625,260,-13.500693321228027,0.3723968267440796,35717,752079,0.001,41.56433,21,6.8364687,-53.40141,752180
0.131832578125,264,-12.387208938598633,0.27343863248825073,36275,763651,0.001,41.56433,21,6.8364687,-53.40141,763752
0.13183255859375,268,-13.314983367919922,0.40358081459999084,36832,775223,0.001,41.56433,21,6.8364687,-53.40141,775324
0.1318326171875,272,-12.122265815734863,0.3309671878814697,37389,786795,0.001,41.56433,21,6.8364687,-53.40141,786896
0.1318326171875,276,-13.707745552062988,0.4878626763820648,37945,798367,0.001,41.56433,21,6.8364687,-53.40141,798468
0.13183236328125,280,-12.007800102233887,0.24744731187820435,38503,809939,0.001,41.56433,21,6.8364687,-53.40141,810040
0.13183232421875,284,-13.61555290222168,0.29225093126296997,39060,821511,0.001,41.56433,21,6.8364687,-53.40141,821612
0.1318324609375,288,-11.632823944091797,0.19851544499397278,39617,833083,0.001,41.56433,21,6.8364687,-53.40141,833184
0.1318324609375,292,-11.700346946716309,0.1957406848669052,40171,844655,0.001,41.56433,21,6.8364687,-53.40141,844756
0.131832392578125,296,-11.123804092407227,0.2965753674507141,40730,856227,0.001,41.56433,21,6.8364687,-53.40141,856328
0.131832412109375,300,-13.299799919128418,0.36290231347084045,41284,867799,0.001,41.56433,21,6.8364687,-53.40141,867900
0.131832412109375,304,-11.301397323608398,0.48112520575523376,41838,879371,0.001,41.56433,21,6.8364687,-53.40141,879472
0.131832548828125,308,-11.769312858581543,0.24472150206565857,42392,890943,0.001,41.56433,21,6.8364687,-53.40141,891044
0.13183259765625,312,-12.575852394104004,0.31026771664619446,42948,902515,0.001,41.56433,21,6.8364687,-53.40141,902616
0.13183259765625,316,-15.019099235534668,0.4139240086078644,43504,914087,0.001,41.56433,21,6.8364687,-53.40141,914188
0.13183255859375,320,-14.22590446472168,0.27269506454467773,44060,925659,0.001,41.56433,21,6.8364687,-53.40141,925760
0.13183265625,324,-13.76703929901123,0.44624972343444824,44617,937231,0.001,41.56433,21,6.8364687,-53.40141,937332
0.13183265625,328,-12.60311222076416,0.2932366728782654,45173,948803,0.001,41.56433,21,6.8364687,-53.40141,948904
0.13183248046875,332,-12.934877395629883,0.4455442428588867,45729,960375,0.001,41.56433,21,6.8364687,-53.40141,960476
0.1318323828125,336,-14.006269454956055,0.172573059797287,46284,971947,0.001,41.56433,21,6.8364687,-53.40141,972048
0.13183234375,340,-13.602941513061523,0.33797499537467957,46849,983519,0.001,41.56433,20,6.8364687,-53.40141,983620
0.13183234375,344,-12.633742332458496,0.2990364730358124,47408,995091,0.001,41.56433,20,6.8364687,-53.40141,995192
0.131832216796875,348,-13.962651252746582,0.22061701118946075,47967,1006663,0.001,41.56433,20,6.8364687,-53.40141,1006764
0.131832216796875,352,-12.201199531555176,0.24930860102176666,48525,1018235,0.001,41.56433,20,6.8364687,-53.40141,1018336
0.131832216796875,356,-13.3570556640625,0.26361656188964844,49081,1029807,0.001,41.56433,20,6.8364687,-53.40141,1029908
0.131832451171875,360,-13.059331893920898,0.27158868312835693,49638,1041379,0.001,41.56433,20,6.8364687,-53.40141,1041480
0.131832431640625,364,-12.456216812133789,0.168350487947464,50194,1052951,0.001,41.56433,20,6.8364687,-53.40141,1053052
0.131832470703125,368,-12.903444290161133,0.26309236884117126,50748,1064523,0.001,41.56433,20,6.8364687,-53.40141,1064624
0.131832412109375,372,-13.496580123901367,0.2828063666820526,51302,1076095,0.001,41.56433,20,6.8364687,-53.40141,1076196
0.131832587890625,376,-13.03406047821045,0.2630673348903656,51856,1087667,0.001,41.56433,20,6.8364687,-53.40141,1087768
0.131832587890625,380,-11.571283340454102,0.2277975231409073,52410,1099239,0.001,41.56433,20,6.8364687,-53.40141,1099340
0.131832587890625,384,-13.785592079162598,0.33615991473197937,52966,1110811,0.001,41.56433,20,6.8364687,-53.40141,1110912
0.131832548828125,388,-12.180251121520996,0.13922762870788574,53521,1122383,0.001,41.56433,20,6.8364687,-53.40141,1122484
0.131832587890625,392,-13.59158706665039,0.253030389547348,54084,1133955,0.001,41.56433,20,6.8364687,-53.40141,1134056
0.131832587890625,396,-10.870192527770996,0.22774317860603333,54639,1145527,0.001,41.56433,20,6.8364687,-53.40141,1145628
0.131832412109375,400,-11.25005054473877,0.15491381287574768,55195,1157099,0.001,41.56433,20,6.8364687,-53.40141,1157200
0.131832333984375,404,-12.075362205505371,0.40383753180503845,55752,1168671,0.001,41.56433,20,6.8364687,-53.40141,1168772
0.131832333984375,408,-14.979284286499023,0.2171153575181961,56309,1180243,0.001,41.56433,20,6.8364687,-53.40141,1180344
0.131832470703125,412,-11.886245727539062,0.3107397258281708,56865,1191815,0.001,41.56433,20,6.8364687,-53.40141,1191916
0.13183240234375,416,-14.001948356628418,0.3333444595336914,57420,1203387,0.001,41.56433,20,6.8364687,-53.40141,1203488
0.13183244140625,420,-14.827739715576172,0.142286479473114,57976,1214959,0.001,41.56433,20,6.8364687,-53.40141,1215060
0.13183236328125,424,-14.130470275878906,0.20661117136478424,58535,1226531,0.001,41.56433,20,6.8364687,-53.40141,1226632
0.131832578125,428,-14.649742126464844,0.23126259446144104,59094,1238103,0.001,41.56433,20,6.8364687,-53.40141,1238204
0.131832587890625,432,-10.723531723022461,0.19340583682060242,59651,1249675,0.001,41.56433,20,6.8364687,-53.40141,1249776
0.131832587890625,436,-12.620430946350098,0.26590651273727417,60208,1261247,0.001,41.56433,20,6.8364687,-53.40141,1261348
0.131832568359375,440,-13.393693923950195,0.18079115450382233,60764,1272819,0.001,41.56433,20,6.8364687,-53.40141,1272920
0.131832646484375,444,-14.731438636779785,0.14304235577583313,61323,1284391,0.001,41.56433,20,6.8364687,-53.40141,1284492
0.131832646484375,448,-14.343158721923828,0.1860962063074112,61891,1295963,0.001,41.56433,20,6.8364687,-53.40141,1296064
0.131832470703125,452,-11.370081901550293,0.33149951696395874,62450,1307535,0.001,41.56433,20,6.8364687,-53.40141,1307636
0.131832412109375,456,-9.480039596557617,0.15640883147716522,63007,1319107,0.001,41.56433,20,6.8364687,-53.40141,1319208
0.131832412109375,460,-14.58977222442627,0.2152317762374878,63562,1330679,0.001,41.56433,20,6.8364687,-53.40141,1330780
0.131832431640625,464,-14.789807319641113,0.2930915057659149,64118,1342251,0.001,41.56433,20,6.8364687,-53.40141,1342352
0.13183232421875,468,-13.005016326904297,0.2521790862083435,64674,1353823,0.001,41.56433,20,6.8364687,-53.40141,1353924
0.1318323046875,472,-12.282195091247559,0.29873886704444885,65231,1365395,0.001,41.56433,20,6.8364687,-53.40141,1365496
0.1318323046875,476,-14.707688331604004,0.19842737913131714,65787,1376967,0.001,41.56433,20,6.8364687,-53.40141,1377068
0.13183240234375,480,-14.158334732055664,0.14825600385665894,66343,1388539,0.001,41.56433,20,6.8364687,-53.40141,1388640
0.131832431640625,484,-14.151581764221191,0.2763329744338989,66900,1400111,0.001,41.56433,20,6.8364687,-53.40141,1400212
0.131832490234375,488,-10.964383125305176,0.25855135917663574,67457,1411683,0.001,41.56433,20,6.8364687,-53.40141,1411784
0.131832412109375,492,-10.315912246704102,0.524002194404602,68017,1423255,0.001,41.56433,20,6.8364687,-53.40141,1423356
0.131832568359375,496,-13.827893257141113,0.25531888008117676,68575,1434827,0.001,41.56433,20,6.8364687,-53.40141,1434928
0.131832568359375,500,-11.871267318725586,0.15870563685894012,69130,1446399,0.001,41.56433,20,6.8364687,-53.40141,1446500
0.131832568359375,504,-11.357733726501465,0.34289291501045227,69695,1457971,0.001,41.56433,20,6.8364687,-53.40141,1458072
0.131832548828125,508,-11.209541320800781,0.3328947126865387,70250,1469543,0.001,41.56433,20,6.8364687,-53.40141,1469644
0.131832607421875,512,-12.561163902282715,1.7276917695999146,70804,1481115,0.001,41.56433,20,6.8364687,-53.40141,1481216
0.131832607421875,516,-14.719910621643066,0.27684369683265686,71359,1492687,0.001,41.56433,20,6.8364687,-53.40141,1492788
0.131832421875,520,-14.126171112060547,0.30719876289367676,71915,1504259,0.001,41.56433,20,6.8364687,-53.40141,1504360
0.13183236328125,524,-12.009750366210938,0.14684602618217468,72475,1515831,0.001,41.56433,20,6.8364687,-53.40141,1515932
0.13183236328125,528,-14.874343872070312,0.27964964509010315,73035,1527403,0.001,41.56433,20,6.8364687,-53.40141,1527504
0.1318325,532,-10.636030197143555,0.18769888579845428,73594,1538975,0.001,41.56433,20,6.8364687,-53.40141,1539076
0.13183232421875,536,-12.849663734436035,0.1239640936255455,74151,1550547,0.001,41.56433,20,6.8364687,-53.40141,1550648
0.1318323828125,540,-15.011113166809082,0.15693558752536774,74707,1562119,0.001,41.56433,20,6.8364687,-53.40141,1562220
0.13183232421875,544,-13.478921890258789,0.18166065216064453,75263,1573691,0.001,41.56433,20,6.8364687,-53.40141,1573792
0.1318325390625,548,-11.951881408691406,0.36714160442352295,75819,1585263,0.001,41.56433,20,6.8364687,-53.40141,1585364
0.1318325390625,552,-11.93791675567627,0.2911767363548279,76374,1596835,0.001,41.56433,20,6.8364687,-53.40141,1596936
0.13183259765625,556,-14.849664688110352,0.18516065180301666,76930,1608407,0.001,41.56433,20,6.8364687,-53.40141,1608508
0.13183255859375,560,-13.113961219787598,0.24685893952846527,77485,1619979,0.001,41.56433,20,6.8364687,-53.40141,1620080
0.13183263671875,564,-13.310961723327637,0.25148487091064453,78041,1631551,0.001,41.56433,20,6.8364687,-53.40141,1631652
0.13183263671875,568,-12.411018371582031,0.23351602256298065,78608,1643123,0.001,41.56433,20,6.8364687,-53.40141,1643224
0.13183248046875,572,-12.662010192871094,0.48746761679649353,79164,1654695,0.001,41.56433,20,6.8364687,-53.40141,1654796
0.131832421875,576,-13.686006546020508,0.2764325439929962,79720,1666267,0.001,41.56433,20,6.8364687,-53.40141,1666368
0.131832421875,580,-13.232142448425293,0.2769556939601898,80277,1677839,0.001,41.56433,20,6.8364687,-53.40141,1677940
0.13183251953125,584,-12.130738258361816,0.3227033317089081,80834,1689411,0.001,41.56433,20,6.8364687,-53.40141,1689512
0.13183234375,588,-12.222135543823242,0.433288037776947,81389,1700983,0.001,41.56433,20,6.8364687,-53.40141,1701084
0.1318323046875,592,-12.184185981750488,0.49453938007354736,81943,1712555,0.001,41.56433,20,6.8364687,-53.40141,1712656
0.131832265625,596,-13.803046226501465,0.49192434549331665,82497,1724127,0.001,41.56433,20,6.8364687,-53.40141,1724228
0.1318323828125,600,-12.206125259399414,0.3585565388202667,83051,1735699,0.001,41.56433,20,6.8364687,-53.40141,1735800
0.1318323828125,604,-13.2383394241333,0.3269215226173401,83604,1747271,0.001,41.56433,20,6.8364687,-53.40141,1747372
0.131832412109375,608,-12.391555786132812,0.18594259023666382,84160,1758843,0.001,41.56433,20,6.8364687,-53.40141,1758944
0.131832314453125,612,-12.332632064819336,0.3381238579750061,84715,1770415,0.001,41.56433,20,6.8364687,-53.40141,1770516
0.131832509765625,616,-13.306482315063477,0.2332255244255066,85272,1781987,0.001,41.56433,20,6.8364687,-53.40141,1782088
0.131832509765625,620,-11.35808277130127,0.2542705237865448,85832,1793559,0.001,41.56433,20,6.8364687,-53.40141,1793660
